T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,S0,S1,S2,S3,S4,S5,S6,NF0,NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,num_citations,Class
3,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,Fundamental
1,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,Fundamental
2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Compare
3,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
3,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,BackGround
1,0,0,0,3,1,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,Fundamental
8,1,0,0,0,3,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Fundamental
1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,BackGround
2,0,0,0,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,BackGround
1,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
2,0,0,0,0,2,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
1,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,BackGround
2,1,0,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,1,BackGround
1,0,0,0,0,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,Fundamental
1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,BackGround
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,BackGround
2,0,0,0,1,4,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
1,1,2,0,0,2,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
1,0,0,0,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
3,0,0,0,1,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
3,0,0,0,0,4,3,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,Fundamental
2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,3,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,BackGround
7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,BackGround
4,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,BackGround
1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,Fundamental
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
2,0,1,0,0,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Fundamental
0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,0,1,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,BackGround
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
1,0,0,0,0,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,BackGround
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,Fundamental
1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,BackGround
1,0,0,0,0,5,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BackGround
1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,BackGround
4,1,2,1,3,1,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,BackGround
0,0,0,0,1,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
3,0,1,0,0,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,BackGround
4,0,0,1,0,2,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,BackGround
7,1,0,2,0,3,4,2,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,7,0,0,0,1,BackGround
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,BackGround
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
7,0,0,1,1,0,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Fundamental
4,0,0,0,0,2,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,Fundamental
1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
0,0,0,0,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,BackGround
1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,BackGround
1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,BackGround
3,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
4,0,1,2,0,4,1,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
2,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,BackGround
0,0,2,1,1,5,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,BackGround
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,BackGround
5,0,1,0,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Fundamental
1,2,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,Fundamental
4,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,Fundamental
4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,BackGround
0,0,1,0,0,1,6,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
2,1,0,0,0,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
5,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,Fundamental
3,2,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,Fundamental
1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,BackGround
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Fundamental
4,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,1,Fundamental
4,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,Fundamental
3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,Fundamental
2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,Fundamental
1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,BackGround
2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,BackGround
5,0,0,0,0,6,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,BackGround
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,Compare
0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,BackGround
1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,1,BackGround
1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,Fundamental
3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,BackGround
1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
10,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Compare
1,0,1,0,0,1,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,BackGround
2,0,0,0,0,4,2,0,1,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,1,0,1,BackGround
1,0,1,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,BackGround
3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,BackGround
0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,BackGround
2,0,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,BackGround
1,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,Fundamental
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,BackGround
1,1,2,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,BackGround
1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
1,0,0,0,0,3,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Compare
0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
0,1,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,BackGround
0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,BackGround
0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,BackGround
2,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,BackGround
2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,Fundamental
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,BackGround
2,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,Fundamental
2,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,BackGround
0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,BackGround
1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,BackGround
3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Fundamental
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
1,0,0,0,0,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
0,0,0,0,3,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,BackGround
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,BackGround
0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,BackGround
5,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,Fundamental
1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,BackGround
3,0,2,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,Fundamental
3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,BackGround
1,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,BackGround
1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
2,0,0,1,0,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,BackGround
1,2,0,0,0,5,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,2,BackGround
2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BackGround
2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,3,BackGround
3,0,0,0,0,3,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Fundamental
1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,BackGround
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,BackGround
1,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Fundamental
1,0,0,1,1,2,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,1,0,2,BackGround
1,1,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BackGround
1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,BackGround
3,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,Fundamental
1,0,0,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,BackGround
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,BackGround
2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,BackGround
1,3,1,2,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
3,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
2,0,0,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,Fundamental
0,0,0,0,0,2,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,BackGround
3,1,0,0,0,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,Fundamental
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,BackGround
4,0,0,0,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,BackGround
4,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,BackGround
3,0,0,2,0,4,2,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,BackGround
5,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,1,Fundamental
2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,2,Fundamental
0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,BackGround
2,0,0,0,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,BackGround
2,0,0,1,0,2,5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,BackGround
2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,Fundamental
3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,2,0,0,1,Fundamental
3,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,BackGround
2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,BackGround
6,0,0,0,0,1,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,BackGround
2,1,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,BackGround
1,1,1,0,0,1,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,BackGround
1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,BackGround
4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,5,0,0,0,1,BackGround
4,1,0,1,0,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,BackGround
2,2,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,BackGround
0,0,0,2,0,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,BackGround
3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,BackGround
2,0,0,1,0,2,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,BackGround
2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,Fundamental
6,0,0,0,0,2,5,3,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,Fundamental
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,BackGround
1,0,0,1,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BackGround
1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,Fundamental
2,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
4,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Fundamental
2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,1,BackGround
5,0,0,0,0,2,2,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,BackGround
2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BackGround
2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,BackGround
3,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,BackGround
3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fundamental
3,0,1,0,0,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,BackGround
1,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,BackGround
5,0,0,0,0,1,2,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Fundamental
1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,BackGround
2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,BackGround
3,1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,BackGround
